family	genus	species	taxid	segment	refseqs
Geminiviridae	Grablovirus	Grapevine red blotch virus	1381007	None	NC_022002
Geminiviridae	Grablovirus	Prunus latent virus	2560653	None	NC_043533
Geminiviridae	Mastrevirus	Chickpea chlorosis Australia virus	1302848	None	NC_022131
Geminiviridae	Mastrevirus	Chickpea chlorosis virus	930965	None	NC_014740
Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	463360	None	NC_011058
Geminiviridae	Mastrevirus	Chloris striate mosaic virus	10820	None	NC_001466
Geminiviridae	Mastrevirus	Maize streak virus	10821	None	NC_001346
Geminiviridae	Mastrevirus	Maize striate mosaic virus	2025388	None	NC_040541
Geminiviridae	Mastrevirus	Panicum streak virus	10826	None	NC_001647
Geminiviridae	Mastrevirus	Paspalum striate mosaic virus	1072672	None	NC_018530
Geminiviridae	Mastrevirus	Rice latent virus 1	2012856	None	NC_040792
Geminiviridae	Mastrevirus	Sugarcane chlorotic streak virus	1919062	None	NC_032004
Geminiviridae	Mastrevirus	Sugarcane striate virus	1868659	None	NC_035179
Geminiviridae	Mastrevirus	Sweet potato symptomless virus 1	603333	None	NC_034630
Geminiviridae	Mastrevirus	Urochloa streak virus	520848	None	NC_010797
Geminiviridae	Mastrevirus	Wheat dwarf virus	10834	None	NC_003326
Geminiviridae	Turncurtovirus	Turnip curly top virus	859650	None	NC_014324
Geminiviridae	Turncurtovirus	Turnip leaf roll virus	1766828	None	NC_029117
Geminiviridae	unknown	Citrus chlorotic dwarf associated virus	1202142	None	NC_018151
Geminiviridae	unknown	Grapevine geminivirus A	1906317	None	NC_031340
Geminiviridae	unknown	Wild vitis virus 1	2025352	None	NC_035480
Genomoviridae	Gemycircularvirus	Giant panda associated gemycircularvirus	2016461	None	NC_035197
Hantaviridae	Mobatvirus	Nova mobatvirus	2501381	S	NC_034464
Hantaviridae	Orthohantavirus	Andes orthohantavirus	1980456	S	NC_003466
Hantaviridae	Orthohantavirus	Dobrava-Belgrade orthohantavirus	1980467	L	NC_005235
Hantaviridae	Orthohantavirus	Dobrava-Belgrade orthohantavirus	1980467	M	NC_005234
Hantaviridae	Orthohantavirus	Dobrava-Belgrade orthohantavirus	1980467	S	NC_005233
Hantaviridae	Orthohantavirus	Hantaan orthohantavirus	1980471	L	NC_005222
Hantaviridae	Orthohantavirus	Hantaan orthohantavirus	1980471	M	NC_005219
Hantaviridae	Orthohantavirus	Hantaan orthohantavirus	1980471	S	NC_005218
Hantaviridae	Orthohantavirus	Puumala orthohantavirus	1980486	L	NC_005225
Hantaviridae	Orthohantavirus	Puumala orthohantavirus	1980486	M	NC_005223
Hantaviridae	Orthohantavirus	Puumala orthohantavirus	1980486	S	NC_005224
Hantaviridae	Orthohantavirus	Seoul orthohantavirus	1980490	L	NC_005238
Hantaviridae	Orthohantavirus	Seoul orthohantavirus	1980490	M	NC_005237
Hantaviridae	Orthohantavirus	Seoul orthohantavirus	1980490	S	NC_005236
Hantaviridae	Orthohantavirus	Sin Nombre orthohantavirus	1980491	M	NC_005215
Hantaviridae	Orthohantavirus	Sin Nombre orthohantavirus	1980491	S	NC_005216
Hantaviridae	Orthohantavirus	Tula orthohantavirus	1980494	S	NC_005227
Hantaviridae	Thottimvirus	Imjin thottimvirus	2501369	L	NC_034564
Hantaviridae	Thottimvirus	Imjin thottimvirus	2501369	M	NC_034557
Hantaviridae	Thottimvirus	Imjin thottimvirus	2501369	S	NC_034558
Hantaviridae	Thottimvirus	Thottopalayam thottimvirus	2501370	M	NC_010708
Hantaviridae	Thottimvirus	Thottopalayam thottimvirus	2501370	S	NC_010704
Hepadnaviridae	Avihepadnavirus	Duck hepatitis B virus	12639	None	NC_005950,NC_005888,NC_001344,NC_005890
Hepadnaviridae	Avihepadnavirus	Parrot hepatitis B virus	1128118	None	NC_016561
Hepadnaviridae	Orthohepadnavirus	Hepatitis B virus	10407	None	NC_003977
Hepadnaviridae	Orthohepadnavirus	Woodchuck hepatitis virus	35269	None	NC_004107
Hepeviridae	Orthohepevirus	Orthohepevirus A	1678143	None	NC_001434
Hepeviridae	Orthohepevirus	Orthohepevirus C	1678145	None	NC_038504
Herelleviridae	Kayvirus	Staphylococcus virus G1	292029	None	NC_025417,NC_007066
Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5	10359	None	NC_006273
Herpesviridae	Cytomegalovirus	Macacine betaherpesvirus 3	47929	None	NC_006150
Herpesviridae	Iltovirus	Gallid alphaherpesvirus 1	10386	None	NC_006623
Herpesviridae	Lymphocryptovirus	Human gammaherpesvirus 4	10376	None	NC_007605,NC_009334
Herpesviridae	Mardivirus	Gallid alphaherpesvirus 2	10390	None	NC_002229
Herpesviridae	Muromegalovirus	Murid betaherpesvirus 1	10366	None	NC_004065
Herpesviridae	Rhadinovirus	Human gammaherpesvirus 8	37296	None	NC_009333
Herpesviridae	Simplexvirus	Human alphaherpesvirus 1	10298	None	NC_001806
Herpesviridae	Simplexvirus	Human alphaherpesvirus 2	10310	None	NC_001798
Herpesviridae	Simplexvirus	Macacine alphaherpesvirus 1	10325	None	NC_004812
Herpesviridae	Varicellovirus	Bovine alphaherpesvirus 1	10320	None	NC_001847
Herpesviridae	Varicellovirus	Equid alphaherpesvirus 1	10326	None	NC_001491
Herpesviridae	Varicellovirus	Equid alphaherpesvirus 4	10331	None	NC_001844
Herpesviridae	Varicellovirus	Felid alphaherpesvirus 1	10334	None	NC_013590
Herpesviridae	Varicellovirus	Human alphaherpesvirus 3	10335	None	NC_001348
Herpesviridae	Varicellovirus	Suid alphaherpesvirus 1	10345	None	NC_006151
Hypoviridae	Hypovirus	Cryphonectria hypovirus 1	40281	None	NC_001492
Iflaviridae	Iflavirus	Deformed wing virus	198112	None	NC_004830
Iflaviridae	Iflavirus	Sacbrood virus	89463	None	NC_002066
Iflaviridae	unknown	La Jolla virus	1654357	None	NC_027128
Inoviridae	Inovirus	Escherichia virus M13	1977402	None	NC_003287
Iridoviridae	Ranavirus	Ambystoma tigrinum virus	265294	None	NC_005832
Iridoviridae	Ranavirus	Common midwife toad virus	540070	None	NC_039034
Iridoviridae	Ranavirus	Frog virus 3	10493	None	NC_005946
Luteoviridae	Enamovirus	Citrus vein enation virus	1301220	None	NC_021564
Luteoviridae	Luteovirus	Barley yellow dwarf virus GAV	224578	None	NC_004666
Luteoviridae	Luteovirus	Barley yellow dwarf virus PAS	2169985	None	NC_002160
Luteoviridae	Luteovirus	Barley yellow dwarf virus PAV	2169986	None	NC_004750
Luteoviridae	Luteovirus	Soybean dwarf virus	12049	None	NC_003056
Luteoviridae	Polerovirus	Beet western yellows virus	12042	None	NC_004756
Luteoviridae	Polerovirus	Brassica yellows virus	1046403	None	NC_016038
Luteoviridae	Polerovirus	Cucurbit aphid-borne yellows virus	91753	None	NC_003688
Luteoviridae	Polerovirus	Maize yellow mosaic virus	1856642	None	NC_029990
Luteoviridae	Polerovirus	Potato leafroll virus	12045	None	NC_001747
Luteoviridae	Polerovirus	Sugarcane yellow leaf virus	94290	None	NC_000874
Luteoviridae	Polerovirus	Turnip yellows virus	131083	None	NC_003743
Matonaviridae	Rubivirus	Rubella virus	11041	None	NC_001545
Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	1312874	None	NC_015668,NC_015874
Microviridae	Gequatrovirus	Escherichia virus G4	1986034	None	NC_001420,NC_007856
Microviridae	unknown	Eel River basin pequenovirus	1609634	None	NC_026665
Myoviridae	Pbunavirus	Pseudomonas virus PB1	2006179	None	NC_011810
Myoviridae	unknown	Synechococcus phage ACG-2014b	1493508	None	NC_027130
Myoviridae	unknown	Synechococcus phage ACG-2014d	1493509	None	NC_026923
Myoviridae	unknown	Synechococcus phage ACG-2014f	1493511	None	NC_026927
Nairoviridae	Orthonairovirus	Crimean-Congo hemorrhagic fever orthonairovirus	1980519	L	NC_005301
Nairoviridae	Orthonairovirus	Crimean-Congo hemorrhagic fever orthonairovirus	1980519	M	NC_005300
Nairoviridae	Orthonairovirus	Crimean-Congo hemorrhagic fever orthonairovirus	1980519	S	NC_005302
Nairoviridae	Orthonairovirus	Nairobi sheep disease orthonairovirus	1980526	S	NC_034386
Nanoviridae	Babuvirus	Banana bunchy top virus	12585	DNA C	NC_003477
Nanoviridae	Babuvirus	Banana bunchy top virus	12585	DNA M	NC_003474
Nanoviridae	Babuvirus	Banana bunchy top virus	12585	DNA N	NC_003476
Nanoviridae	Babuvirus	Banana bunchy top virus	12585	DNA R	NC_003479
Nanoviridae	Babuvirus	Banana bunchy top virus	12585	DNA S	NC_003473
Nanoviridae	Babuvirus	Banana bunchy top virus	12585	DNA U3	NC_003475
Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	262588	DNA C	NC_038809
Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	262588	DNA M	NC_038815
Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	262588	DNA N	NC_038808
Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	262588	DNA R	NC_038816
Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	262588	DNA S	NC_038810
Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	262588	DNA U3	NC_038813
Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	262588	DNA U4	NC_038812
Nanoviridae	Nanovirus	Faba bean necrotic stunt virus	283824	DNA R	NC_013094
Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	59817	DNA C	NC_003559
Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	59817	DNA M	NC_003562
Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	59817	DNA N	NC_003566
Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	59817	DNA R	NC_003560
Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	59817	DNA S	NC_003563
Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	59817	DNA U1	NC_003561
Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	59817	DNA U4	NC_024457
Nanoviridae	Nanovirus	Pea necrotic yellow dwarf virus	753670	DNA C	NC_023158
Nanoviridae	Nanovirus	Pea necrotic yellow dwarf virus	753670	DNA M	NC_023156
Nanoviridae	Nanovirus	Pea necrotic yellow dwarf virus	753670	DNA N	NC_023159
Nanoviridae	Nanovirus	Pea necrotic yellow dwarf virus	753670	DNA R	NC_023154
Nanoviridae	Nanovirus	Pea necrotic yellow dwarf virus	753670	DNA S	NC_023155
Nanoviridae	Nanovirus	Pea necrotic yellow dwarf virus	753670	DNA U1	NC_023160
Nanoviridae	Nanovirus	Pea necrotic yellow dwarf virus	753670	DNA U2	NC_023157
Nanoviridae	Nanovirus	Pea necrotic yellow dwarf virus	753670	DNA U4	NC_023161
Nimaviridae	Whispovirus	White spot syndrome virus	342409	None	NC_003225
Nodaviridae	Betanodavirus	Redspotted grouper nervous necrosis virus	43763	RNA 1	NC_008040
Nodaviridae	Betanodavirus	Redspotted grouper nervous necrosis virus	43763	RNA 2	NC_008041
Nodaviridae	unknown	Macrobrachium rosenbergii nodavirus	222557	RNA 2	NC_005095
Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	11320	1	NC_007378,NC_002023,NC_026438,NC_026422,NC_007373,MK676647,MK677168
Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	11320	2	NC_002021,NC_007375,NC_026435,NC_026423,NC_007372,NC_007358,MK676648,MK677169
Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	11320	3	NC_007376,NC_002022,NC_026437,NC_026424,NC_007371,MK676641,MK677170
Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	11320	4	NC_007374,NC_002017,NC_026433,NC_026425,NC_007366,NC_007362,MK676642,MK677171
Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	11320	5	NC_007381,NC_026436,NC_026426,NC_004905,NC_007369,NC_002019,MK676643,MK677172
Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	11320	6	NC_007382,NC_026434,NC_026429,NC_007368,NC_002018,MK676644,MK677173
Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	11320	7	NC_007377,NC_007363,NC_002016,NC_026431,NC_026427,NC_007367,NC_004907,MK676645,MK677174
Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	11320	8	NC_007380,NC_007364,NC_002020,NC_026432,NC_026428,NC_007370,NC_004906,MK676646,MK677175
Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	11520	1	NC_002204,MK715549
Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	11520	2	NC_002205,MK715548
Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	11520	3	NC_002206,MK715550
Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	11520	4	NC_002207,MK715551
Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	11520	5	NC_002208,MK715552
Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	11520	6	NC_002209,MK715553
Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	11520	7	NC_002210,MK715554
Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	11520	8	NC_002211,MK715555
Orthomyxoviridae	Deltainfluenzavirus	Influenza D virus	1511084	1	NC_036616
Orthomyxoviridae	Deltainfluenzavirus	Influenza D virus	1511084	2	NC_036615
Orthomyxoviridae	Deltainfluenzavirus	Influenza D virus	1511084	4	NC_036618
Orthomyxoviridae	Deltainfluenzavirus	Influenza D virus	1511084	7	NC_036621
Orthomyxoviridae	Gammainfluenzavirus	Influenza C virus	11552	1	NC_006308
Orthomyxoviridae	Gammainfluenzavirus	Influenza C virus	11552	2	NC_006307
Orthomyxoviridae	Gammainfluenzavirus	Influenza C virus	11552	3	NC_006309
Orthomyxoviridae	Gammainfluenzavirus	Influenza C virus	11552	4	NC_006310
Orthomyxoviridae	Gammainfluenzavirus	Influenza C virus	11552	5	NC_006311
Orthomyxoviridae	Gammainfluenzavirus	Influenza C virus	11552	6	NC_006312
Orthomyxoviridae	Gammainfluenzavirus	Influenza C virus	11552	7	NC_006306
Orthomyxoviridae	Isavirus	Salmon isavirus	55987	1	NC_006505
Orthomyxoviridae	Isavirus	Salmon isavirus	55987	2	NC_006503
Orthomyxoviridae	Isavirus	Salmon isavirus	55987	3	NC_006502
Orthomyxoviridae	Isavirus	Salmon isavirus	55987	4	NC_006501
Orthomyxoviridae	Isavirus	Salmon isavirus	55987	5	NC_006500
Orthomyxoviridae	Isavirus	Salmon isavirus	55987	6	NC_006499
Orthomyxoviridae	Isavirus	Salmon isavirus	55987	7	NC_006498
Orthomyxoviridae	Isavirus	Salmon isavirus	55987	8	NC_006497
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 10	333754	None	NC_001355
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 11	337049	None	NC_001587
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 12	10570	None	NC_001678,NC_017716
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 13	333766	None	NC_001676
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 2	337039	None	NC_001576
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 3	333767	None	NC_001694
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 4	337043	None	NC_001352
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 5	337044	None	NC_001583
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 6	337050	None	NC_001593,NC_038889
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 7	337042	None	NC_001357
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 8	333757	None	NC_001595
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 9	337041	None	NC_001526
Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	337051	None	NC_015692,NC_001531
Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	333924	None	NC_001596
Papillomaviridae	Deltapapillomavirus	Deltapapillomavirus 4	337052	None	NC_030795,NC_001522
Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 12	1513257	None	NC_014955,NC_014469
Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 22	1961679	None	NC_038523
Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 7	1175849	None	NC_014956,NC_012485
Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 8	1175850	None	NC_012486
Papillomaviridae	Xipapillomavirus	Xipapillomavirus 1	10561	None	NC_004197
Papillomaviridae	unknown	Human papillomavirus	10566	None	NC_027779
Paramyxoviridae	Avulavirus	Avian avulavirus 1	11176	None	NC_039223
Paramyxoviridae	Avulavirus	Avian avulavirus 2	35302	None	NC_039230
Paramyxoviridae	Avulavirus	Avian avulavirus 4	28274	None	NC_019531
Paramyxoviridae	Avulavirus	Avian avulavirus 6	157619	None	NC_039194
Paramyxoviridae	Henipavirus	Hendra henipavirus	63330	None	NC_001906
Paramyxoviridae	Henipavirus	Nipah henipavirus	121791	None	NC_002728
Paramyxoviridae	Morbillivirus	Canine morbillivirus	11232	None	NC_001921
Paramyxoviridae	Morbillivirus	Feline morbillivirus	1170234	None	NC_039196
Paramyxoviridae	Morbillivirus	Measles morbillivirus	11234	None	NC_001498
Paramyxoviridae	Morbillivirus	Rinderpest morbillivirus	11241	None	NC_006296
Paramyxoviridae	Morbillivirus	Small ruminant morbillivirus	31604	None	NC_006383
Paramyxoviridae	Respirovirus	Bovine respirovirus 3	11215	None	NC_028362,NC_002161
Paramyxoviridae	Respirovirus	Human respirovirus 1	12730	None	NC_003461
Paramyxoviridae	Respirovirus	Human respirovirus 3	11216	None	NC_038270,NC_001796
Paramyxoviridae	Respirovirus	Murine respirovirus	11191	None	NC_001552
Paramyxoviridae	Rubulavirus	Human rubulavirus 2	1979160	None	NC_003443
Paramyxoviridae	Rubulavirus	Human rubulavirus 4	1979161	None	NC_021928
Paramyxoviridae	Rubulavirus	Mammalian rubulavirus 5	1979162	None	NC_006430
Paramyxoviridae	Rubulavirus	Mumps rubulavirus	1979165	None	NC_002200
Parvoviridae	Ambidensovirus	Orthopteran ambidensovirus 1	1513189	None	NC_004290
Parvoviridae	Amdoparvovirus	Carnivore amdoparvovirus 1	1511862	None	NC_001662
Parvoviridae	Aveparvovirus	Galliform aveparvovirus 1	1511865	None	NC_038534,NC_024452
Parvoviridae	Bocaparvovirus	Carnivore bocaparvovirus 1	1511866	None	NC_004442
Parvoviridae	Bocaparvovirus	Carnivore bocaparvovirus 3	1511868	None	NC_017823
Parvoviridae	Bocaparvovirus	Dromedary camel bocaparvovirus 1	2014603	None	NC_035186
Parvoviridae	Bocaparvovirus	Dromedary camel bocaparvovirus 2	2014604	None	NC_035185
Parvoviridae	Bocaparvovirus	Porcine bocavirus	1165907	None	NC_023673
Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 1	1511871	None	NC_012564,NC_014358,NC_007455
Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 2	1511872	None	NC_012042,NC_012729
Parvoviridae	Bocaparvovirus	Rat bocavirus	1788315	None	NC_029133
Parvoviridae	Chapparvovirus	Porcine parvovirus 7	1820046	None	NC_040562
Parvoviridae	Copiparvovirus	Ungulate copiparvovirus 2	1511890	None	NC_014665
Parvoviridae	Dependoparvovirus	Adeno-associated virus	272636	None	NC_040671
Parvoviridae	Dependoparvovirus	Anseriform dependoparvovirus 1	1511895	None	NC_006147,NC_001701
Parvoviridae	Erythroparvovirus	Primate erythroparvovirus 1	1511900	None	NC_000883
Parvoviridae	Hepandensovirus	Decapod hepandensovirus 1	1513202	None	NC_011545,NC_007218,NC_014357
Parvoviridae	Penstyldensovirus	Decapod penstyldensovirus 1	1513224	None	NC_002190,NC_039043
Parvoviridae	Protoparvovirus	Carnivore protoparvovirus 1	1511906	None	NC_001539
Parvoviridae	Protoparvovirus	Porcine parvovirus 2	1126383	None	NC_025965
Parvoviridae	Protoparvovirus	Porcine parvovirus 6	1472911	None	NC_023860
Parvoviridae	Protoparvovirus	Rodent protoparvovirus 1	1511908	None	NC_001510
Parvoviridae	Protoparvovirus	Ungulate protoparvovirus 1	1511910	None	NC_001718
Parvoviridae	Tetraparvovirus	Primate tetraparvovirus 1	1511913	None	NC_007018
Parvoviridae	Tetraparvovirus	Ungulate tetraparvovirus 1	1511914	None	NC_028136,NC_038898
Parvoviridae	Tetraparvovirus	Ungulate tetraparvovirus 2	1511915	None	NC_038546
Peribunyaviridae	Orthobunyavirus	Aino orthobunyavirus	2560289	M	NC_018459
Peribunyaviridae	Orthobunyavirus	Akabane orthobunyavirus	1933178	L	NC_009894
Peribunyaviridae	Orthobunyavirus	Akabane orthobunyavirus	1933178	M	NC_009895
Peribunyaviridae	Orthobunyavirus	Akabane orthobunyavirus	1933178	S	NC_009896
Peribunyaviridae	Orthobunyavirus	Bunyamwera orthobunyavirus	1933179	L	NC_001925
Peribunyaviridae	Orthobunyavirus	Bunyamwera orthobunyavirus	1933179	S	NC_001927
Peribunyaviridae	Orthobunyavirus	Guaroa orthobunyavirus	1933274	L	NC_034487
Peribunyaviridae	Orthobunyavirus	Guaroa orthobunyavirus	1933274	M	NC_034506
Peribunyaviridae	Orthobunyavirus	Guaroa orthobunyavirus	1933274	S	NC_034486
Peribunyaviridae	Orthobunyavirus	La Crosse orthobunyavirus	2560547	L	NC_004108
Peribunyaviridae	Orthobunyavirus	La Crosse orthobunyavirus	2560547	M	NC_004109
Peribunyaviridae	Orthobunyavirus	La Crosse orthobunyavirus	2560547	S	NC_004110
Peribunyaviridae	Orthobunyavirus	Oropouche orthobunyavirus	1933309	L	NC_005776
Peribunyaviridae	Orthobunyavirus	Oropouche orthobunyavirus	1933309	M	NC_005775
Peribunyaviridae	Orthobunyavirus	Oropouche orthobunyavirus	1933309	S	NC_005777
Peribunyaviridae	Orthobunyavirus	Wolkberg orthobunyavirus	2170059	L	NC_034633
Peribunyaviridae	Orthobunyavirus	Wolkberg orthobunyavirus	2170059	M	NC_034631
Peribunyaviridae	Orthobunyavirus	Wolkberg orthobunyavirus	2170059	S	NC_034632
Peribunyaviridae	unknown	Mulberry vein banding virus	1266451	S	NC_026619
Phenuiviridae	Phlebovirus	Candiru phlebovirus	1933182	L	NC_015374
Phenuiviridae	Phlebovirus	Candiru phlebovirus	1933182	M	NC_015373
Phenuiviridae	Phlebovirus	Candiru phlebovirus	1933182	S	NC_015375
Phenuiviridae	Phlebovirus	Punta Toro phlebovirus	1933186	L	NC_039192
Phenuiviridae	Phlebovirus	Punta Toro phlebovirus	1933186	M	NC_039191
Phenuiviridae	Phlebovirus	Punta Toro phlebovirus	1933186	S	NC_039193
Phenuiviridae	Phlebovirus	Rift Valley fever phlebovirus	1933187	L	NC_014397
Phenuiviridae	Phlebovirus	Rift Valley fever phlebovirus	1933187	M	NC_014396
Phenuiviridae	Phlebovirus	Rift Valley fever phlebovirus	1933187	S	NC_014395
Phenuiviridae	Phlebovirus	SFTS phlebovirus	1933190	L	NC_018136
Phenuiviridae	Phlebovirus	SFTS phlebovirus	1933190	M	NC_018138
Phenuiviridae	Phlebovirus	SFTS phlebovirus	1933190	S	NC_018137
Phenuiviridae	Phlebovirus	Sandfly fever Naples phlebovirus	1933189	L	NC_006319
Phenuiviridae	Phlebovirus	Sandfly fever Naples phlebovirus	1933189	M	NC_006320
Phenuiviridae	Phlebovirus	Sandfly fever Naples phlebovirus	1933189	S	NC_006318
Phenuiviridae	Phlebovirus	Sandfly fever Sicilian virus	28292	S	NC_015413
Phenuiviridae	Phlebovirus	Uukuniemi phlebovirus	1933191	L	NC_005214
Phenuiviridae	Phlebovirus	Uukuniemi phlebovirus	1933191	M	NC_005220
Phenuiviridae	Phlebovirus	Uukuniemi phlebovirus	1933191	S	NC_005221
Phenuiviridae	Tenuivirus	Rice grassy stunt tenuivirus	66266	RNA 2	NC_002324
Phenuiviridae	Tenuivirus	Rice grassy stunt tenuivirus	66266	RNA 3	NC_002325
Phenuiviridae	Tenuivirus	Rice grassy stunt tenuivirus	66266	RNA 4	NC_002326
Phenuiviridae	Tenuivirus	Rice grassy stunt tenuivirus	66266	RNA 5	NC_002327
Phenuiviridae	Tenuivirus	Rice grassy stunt tenuivirus	66266	RNA 6	NC_002328
Phenuiviridae	Tenuivirus	Rice stripe tenuivirus	12331	RNA 1	NC_003755
Phenuiviridae	Tenuivirus	Rice stripe tenuivirus	12331	RNA 2	NC_003754
Phenuiviridae	Tenuivirus	Rice stripe tenuivirus	12331	RNA 3	NC_003776
Phenuiviridae	Tenuivirus	Rice stripe tenuivirus	12331	RNA 4	NC_003753
Picobirnaviridae	Picobirnavirus	Otarine picobirnavirus	1187973	2	NC_034161
Picornaviridae	Aphthovirus	Foot-and-mouth disease virus	12110	None	NC_039210
Picornaviridae	Avihepatovirus	Avihepatovirus A	691956	None	NC_008250
Picornaviridae	Cardiovirus	Cardiovirus A	1821749	None	NC_001479
Picornaviridae	Cardiovirus	Cardiovirus B	1821750	None	NC_001366,NC_009448,NC_010810
Picornaviridae	Enterovirus	Enterovirus A	138948	None	NC_038306,NC_001612
Picornaviridae	Enterovirus	Enterovirus B	138949	None	NC_001472,NC_038307
Picornaviridae	Enterovirus	Enterovirus C	138950	None	NC_002058
Picornaviridae	Enterovirus	Enterovirus D	138951	None	NC_001430,NC_038308
Picornaviridae	Enterovirus	Enterovirus E	12064	None	NC_001859
Picornaviridae	Enterovirus	Enterovirus F	1330520	None	NC_008714,NC_021220
Picornaviridae	Enterovirus	Enterovirus G	106966	None	NC_004441
Picornaviridae	Enterovirus	Rhinovirus A	147711	None	NC_038311,NC_001617
Picornaviridae	Enterovirus	Rhinovirus B	147712	None	NC_038312,NC_001490
Picornaviridae	Enterovirus	Rhinovirus C	463676	None	NC_038878,NC_009996
Picornaviridae	Hepatovirus	Hepatovirus A	12092	None	NC_001489
Picornaviridae	Kobuvirus	Aichivirus A	72149	None	NC_001918
Picornaviridae	Kobuvirus	Aichivirus C	1298633	None	NC_011829,NC_016769,NC_027054
Picornaviridae	Parechovirus	Parechovirus A	1803956	None	NC_038319,NC_001897
Picornaviridae	Parechovirus	Parechovirus B	1803957	None	NC_003976
Picornaviridae	Rosavirus	Rosavirus C	1902502	None	NC_031106
Picornaviridae	Sapelovirus	Sapelovirus A	686984	None	NC_003987
Picornaviridae	Senecavirus	Senecavirus A	390157	None	NC_011349
Picornaviridae	Teschovirus	Teschovirus A	118140	None	NC_003985
Pneumoviridae	Metapneumovirus	Avian metapneumovirus	38525	None	NC_039231
Pneumoviridae	Metapneumovirus	Human metapneumovirus	162145	None	NC_039199
Pneumoviridae	Orthopneumovirus	Human orthopneumovirus	11250	None	NC_001781,NC_038235
Pneumoviridae	unknown	Respiratory syncytial virus	12814	None	NC_001803
Podoviridae	Perisivirus	Brucella virus Tb	1984800	None	NC_019446
Polyomaviridae	Alphapolyomavirus	Human polyomavirus 5	1891726	None	NC_010277
Polyomaviridae	Alphapolyomavirus	Human polyomavirus 8	1891727	None	NC_014361
Polyomaviridae	Betapolyomavirus	Human polyomavirus 1	1891762	None	NC_001538
Polyomaviridae	Betapolyomavirus	Human polyomavirus 2	1891763	None	NC_001699
Polyomaviridae	Betapolyomavirus	Human polyomavirus 3	1891764	None	NC_009238
Polyomaviridae	Betapolyomavirus	Human polyomavirus 4	1891765	None	NC_009539
Polyomaviridae	Betapolyomavirus	Macaca mulatta polyomavirus 1	1891767	None	NC_001669
Polyomaviridae	Deltapolyomavirus	Human polyomavirus 10	1208309	None	NC_018102
Polyomaviridae	Deltapolyomavirus	Human polyomavirus 6	746830	None	NC_014406
Polyomaviridae	Deltapolyomavirus	Human polyomavirus 7	746831	None	NC_014407
Polyomaviridae	Gammapolyomavirus	Aves polyomavirus 1	1891747	None	NC_004764
Pospiviroidae	Apscaviroid	Apple dimple fruit viroid	73494	None	NC_003463
